,client_id,account_id,A,B,C,D,disp_id,card_id,LEASING,household_order,insurance_order,loan_order,household_trans,insurance_trans,interest credited_trans,loan payment_trans,old age pension_trans,payment for statement_trans,sanctions_trans,birth_year,birth_month,birth_day,gender,district_id,region
12,13,367342,4,2,15,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974,5,29,F,54,south Moravia
13,14,168591,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942,6,22,F,76,north Moravia
14,15,120659,2,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1918,8,28,F,21,south Bohemia
15,16,120659,2,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1919,2,25,M,21,south Bohemia
16,17,168591,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934,10,13,M,76,north Moravia
17,18,168591,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931,4,5,F,76,north Moravia
18,19,131562,1,0,9,0,1007,106,0.0,53.0,0.0,0.0,19078940.0,0.0,359994.5499999998,0.0,18020000.0,114427.0,0.0,1942,12,28,M,47,east Bohemia
19,20,142571,1,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979,1,4,M,46,east Bohemia
20,21,115023,2,1,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952,10,29,F,12,central Bohemia
21,22,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,10,11,F,1,Prague
22,23,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,5,29,M,1,Prague
23,24,135019,1,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939,7,29,F,43,east Bohemia
24,25,120659,2,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939,4,23,F,21,south Bohemia
25,26,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,4,20,F,74,north Moravia
26,27,367342,4,2,15,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966,3,26,F,54,south Moravia
27,28,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945,9,29,M,1,Prague
28,29,92912,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951,9,11,F,30,west Bohemia
29,30,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957,10,9,F,74,north Moravia
30,31,217100,7,1,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1962,2,9,M,68,north Moravia
31,32,161517,5,0,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,7,28,M,52,east Bohemia
32,33,135868,1,1,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948,12,4,F,73,north Moravia
33,36,118815,2,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,7,17,F,7,central Bohemia
34,37,118815,2,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,8,10,M,7,central Bohemia
35,38,157302,0,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,7,23,F,36,north Bohemia
36,39,217100,7,1,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968,1,25,M,68,north Moravia
37,40,182281,2,0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957,1,22,F,5,central Bohemia
38,41,95047,0,0,1,1,1476,108,0.0,36.0,0.0,0.0,39183408.0,172800.0,810019.8000000004,1933200.0,31705200.0,579925.8000000012,0.0,1968,8,27,M,22,west Bohemia
39,42,217100,7,1,8,0,3486,332,83.0,83.0,0.0,0.0,131174279.0,0.0,1244406.5499999998,2498300.0,71114400.0,501411.29999999906,0.0,1935,8,17,M,68,north Moravia
40,43,139732,3,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920,10,28,M,75,north Moravia
41,44,153833,4,0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977,1,11,F,38,north Bohemia
42,45,95514,1,1,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952,8,26,M,20,south Bohemia
43,46,158955,5,0,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940,1,30,F,19,south Bohemia
44,47,168591,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934,7,14,M,76,north Moravia
45,48,160510,4,1,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940,2,9,M,16,south Bohemia
46,49,253552,3,1,9,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959,5,11,F,72,north Moravia
47,50,110662,3,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,7,30,F,39,north Bohemia
48,51,157302,0,0,7,0,2907,285,0.0,57.0,0.0,0.0,64808430.0,95760.0,954561.8999999991,222300.0,42636000.0,2148757.499999999,0.0,1979,12,2,F,36,north Bohemia
49,52,112960,2,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924,12,12,M,32,north Bohemia
50,53,293035,6,0,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977,5,5,M,64,south Moravia
51,55,122075,3,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948,9,18,F,45,east Bohemia
52,56,120659,2,2,3,0,2688,336,0.0,48.0,0.0,0.0,22955472.0,0.0,321117.6000000003,0.0,16320000.0,661440.0000000001,0.0,1960,3,31,M,21,south Bohemia
53,57,120659,2,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961,12,17,F,21,south Bohemia
54,58,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1927,4,29,F,1,Prague
55,59,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957,2,18,M,1,Prague
56,60,120439,2,1,1,2,2580,344,0.0,43.0,0.0,0.0,22154675.0,0.0,376563.89999999973,0.0,18128800.0,1669333.0999999982,0.0,1980,2,19,M,67,north Moravia
57,61,160510,4,1,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948,8,6,F,16,south Bohemia
58,62,105293,1,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932,12,8,M,77,north Moravia
59,63,148186,2,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959,6,4,M,4,central Bohemia
60,64,95514,1,1,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926,4,22,M,20,south Bohemia
61,65,150355,2,0,7,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943,5,27,F,50,east Bohemia
62,66,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951,11,10,F,1,Prague
63,67,105218,1,0,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932,11,11,F,29,west Bohemia
64,68,135019,1,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1946,12,14,M,43,east Bohemia
65,70,450582,9,0,12,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925,12,22,M,70,north Moravia
66,71,450582,9,0,12,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1927,2,6,F,70,north Moravia
67,72,131562,1,0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923,1,13,M,47,east Bohemia
68,73,95047,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924,2,20,M,22,west Bohemia
69,74,95047,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925,7,26,F,22,west Bohemia
70,75,293035,6,0,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977,9,19,F,64,south Moravia
71,76,157302,0,0,7,0,4332,513,0.0,57.0,57.0,0.0,26004654.0,4264854.0,344231.55000000016,0.0,20155200.0,144036.14999999997,0.0,1967,10,1,F,36,north Bohemia
72,77,1641922,34,3,43,4,42658,5540,554.0,0.0,0.0,0.0,810862654.0,0.0,9068786.100000093,7534400.0,459598400.0,8367616.0,0.0,1956,2,18,F,1,Prague
73,78,160510,4,1,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1944,6,13,F,16,south Bohemia
74,79,95076,2,0,5,0,2923,407,0.0,37.0,37.0,0.0,42678184.650000006,217967.0,502213.94999999966,0.0,24479200.0,2165476.799999997,0.0,1969,3,10,F,37,north Bohemia
75,80,293035,6,0,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979,2,25,F,64,south Moravia
76,81,183800,0,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,4,29,M,8,central Bohemia
77,82,183800,0,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979,12,25,F,8,central Bohemia
78,83,1641922,34,3,43,4,45982,6648,0.0,554.0,554.0,0.0,508718256.0,40161676.0,8036711.8000000715,0.0,436995200.0,67655227.90000054,0.0,1978,12,25,F,1,Prague
79,84,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979,5,5,M,1,Prague
80,85,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961,8,27,M,1,Prague
81,86,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,7,20,F,1,Prague
82,87,253552,3,1,9,1,7656,1144,0.0,88.0,0.0,0.0,99568304.0,492800.0,1159061.2000000004,1381600.0,75090400.0,3570437.199999994,0.0,1946,11,17,F,72,north Moravia
83,89,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951,5,5,F,1,Prague
84,90,161517,5,0,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,8,17,M,52,east Bohemia
85,91,123938,3,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940,8,7,M,63,south Moravia
86,92,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966,6,12,F,74,north Moravia
87,93,112913,1,0,3,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925,2,16,M,3,central Bohemia
88,94,135019,1,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947,9,9,M,43,east Bohemia
89,95,135019,1,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952,8,3,F,43,east Bohemia
90,96,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,2,29,M,74,north Moravia
91,97,102861,1,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965,11,28,M,26,west Bohemia
92,98,149102,1,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,5,4,F,33,north Bohemia
93,99,149102,1,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,1,26,M,33,north Bohemia
94,100,166554,2,0,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942,8,11,F,44,east Bohemia
95,101,217100,7,1,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943,1,23,M,68,north Moravia
96,102,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1958,9,10,F,74,north Moravia
97,103,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955,7,11,M,74,north Moravia
98,105,122797,5,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,5,26,M,31,west Bohemia
99,106,217100,7,1,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968,12,30,F,68,north Moravia
100,107,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,6,23,M,1,Prague
101,108,105104,1,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963,9,13,M,17,south Bohemia
102,110,124360,1,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967,4,13,F,2,central Bohemia
103,112,1641922,34,3,43,4,62048,7756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935,1,25,M,1,Prague
104,113,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940,8,15,F,1,Prague
105,114,389070,6,2,11,1,15390,2025,135.0,135.0,135.0,0.0,223143795.0,7887881.2499999935,2883782.250000007,33166800.0,132894000.0,16054571.249999998,0.0,1969,6,24,F,74,north Moravia
106,115,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,12,24,M,74,north Moravia
107,116,389070,6,2,11,1,15660,2160,0.0,135.0,135.0,135.0,57691440.0,247677.74999999948,858944.2500000017,13888260.0,59710500.0,6758815.499999978,0.0,1942,1,28,M,74,north Moravia
108,117,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936,9,20,F,74,north Moravia
109,118,146314,4,0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922,7,19,M,55,south Moravia
110,119,146314,4,0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922,2,28,F,55,south Moravia
111,120,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,5,10,M,1,Prague
112,121,99663,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,10,29,F,41,north Bohemia
113,122,83228,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963,11,13,F,35,north Bohemia
114,123,153137,6,1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,2,12,M,11,central Bohemia
115,124,166554,2,0,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967,9,21,M,44,east Bohemia
116,125,95076,2,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936,10,31,M,37,north Bohemia
117,126,95076,2,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929,9,27,F,37,north Bohemia
118,127,120659,2,2,3,0,6096,816,0.0,0.0,0.0,48.0,9072912.0,0.0,167433.60000000003,352704.0,6162096.0,22831.20000000001,0.0,1950,12,27,F,21,south Bohemia
119,128,123938,3,0,4,0,6272,882,0.0,49.0,0.0,0.0,41124475.0,0.0,464507.75000000006,0.0,32653600.0,1592000.200000002,0.0,1973,4,4,F,63,south Moravia
120,129,293035,6,0,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947,5,31,F,64,south Moravia
121,130,125034,3,0,3,1,6500,950,0.0,50.0,0.0,0.0,34431000.0,0.0,752675.0000000001,0.0,31120000.0,303899.9999999999,0.0,1942,2,14,M,53,south Moravia
122,131,125034,3,0,3,1,6550,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977,1,31,F,53,south Moravia
123,132,157302,0,0,7,0,7524,1197,0.0,57.0,0.0,57.0,27476166.0,0.0,407940.44999999966,4118592.0,22834200.0,889473.6000000011,0.0,1953,1,26,M,36,north Bohemia
124,134,112205,0,2,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932,1,18,M,6,central Bohemia
125,135,112205,0,2,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938,9,10,F,6,central Bohemia
126,136,146314,4,0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1921,1,26,F,55,south Moravia
127,137,138570,2,1,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923,9,14,M,60,south Moravia
128,138,367342,4,2,15,3,17664,2816,0.0,128.0,0.0,0.0,62547200.0,2483200.0,3180550.399999995,6464000.0,78051968.0,5868646.399999985,0.0,1972,10,21,F,54,south Moravia
129,139,183800,0,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959,7,25,F,8,central Bohemia
130,140,183800,0,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961,6,6,M,8,central Bohemia
131,141,122797,5,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925,11,2,M,31,west Bohemia
132,142,217100,7,1,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1937,6,21,M,68,north Moravia
133,143,122795,2,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,7,9,M,27,west Bohemia
134,144,93500,1,1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1958,12,6,M,65,south Moravia
135,145,146314,4,0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,2,14,M,55,south Moravia
136,146,122797,5,2,1,0,7300,1150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961,12,19,F,31,west Bohemia
137,147,120659,2,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1933,11,2,F,21,south Bohemia
138,148,120659,2,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940,12,25,M,21,south Bohemia
139,149,146314,4,0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948,6,27,M,55,south Moravia
140,150,124360,1,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,9,27,F,2,central Bohemia
141,151,157347,1,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971,9,23,F,51,east Bohemia
142,152,105218,1,0,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945,12,2,F,29,west Bohemia
143,153,97037,3,1,4,0,5661,888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981,2,12,F,13,central Bohemia
144,154,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1933,8,27,M,74,north Moravia
145,155,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939,3,13,F,74,north Moravia
146,156,367342,4,2,15,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930,7,22,F,54,south Moravia
147,157,161517,5,0,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943,7,9,F,52,east Bohemia
148,158,122353,2,0,4,0,6952,1100,0.0,0.0,0.0,44.0,32612316.0,0.0,304596.6,3891465.5999999973,25512564.0,228800.0,0.0,1945,7,3,F,40,north Bohemia
149,159,122353,2,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938,9,10,M,40,north Bohemia
150,160,293035,6,0,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942,4,26,F,64,south Moravia
151,161,127708,3,1,5,0,6279,1014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943,10,7,F,34,north Bohemia
152,162,93500,1,1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941,10,17,M,65,south Moravia
153,163,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1933,6,12,M,74,north Moravia
154,164,450582,9,0,12,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1962,4,4,F,70,north Moravia
155,165,95047,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968,11,8,M,22,west Bohemia
156,166,95047,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961,10,22,F,22,west Bohemia
157,167,153833,4,0,9,0,9018,1458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,4,18,F,38,north Bohemia
158,168,104735,3,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,11,5,F,24,west Bohemia
159,169,153833,4,0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1953,9,12,M,38,north Bohemia
160,170,153833,4,0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1946,6,16,F,38,north Bohemia
161,171,157347,1,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929,6,25,M,51,east Bohemia
162,172,157347,1,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935,10,5,F,51,east Bohemia
163,173,120659,2,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1918,12,8,F,21,south Bohemia
164,174,127455,2,0,3,0,8352,1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,11,10,M,10,central Bohemia
165,175,122797,5,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960,7,13,M,31,west Bohemia
166,176,148186,2,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929,3,11,M,4,central Bohemia
